GENE	QUES	P	CARRIER_1	CARRIER_0	NONCARRIER_1	NONCARRIER_0
OLAH	q17_injured_deliberately	0.7296352	1	19	295	3526
OLAH	q18_objects_carry	0.7121439	1	19	371	3451
OLAH	q19_best_friend	0.7881059	15	5	3026	806
OLAH	q20_talk_friendly	1	19	1	3562	254
OLAH	q21_copy_you	0.05747126	14	6	3274	548
OLAH	q22_point_things	0.7251374	17	3	3419	395
OLAH	q23_gestures_wanted	0.6116942	14	6	2902	917
OLAH	q24_nod_head	1	19	1	3558	258
OLAH	q25_shake_head	1	19	1	3588	232
OLAH	q26_look_directly	1	19	1	3640	171
OLAH	q27_smile_back	1	19	1	3713	101
OLAH	q28_things_interested	1	20	0	3739	73
OLAH	q29_share	0.4227886	20	0	3609	204
OLAH	q30_join_enjoyment	1	20	0	3710	88
OLAH	q31_comfort	0.6356822	17	2	3557	251
OLAH	q32_help_attention	1	19	1	3643	163
OLAH	q33_range_expressions	1	20	0	3743	63
OLAH	q34_copy_actions	1	19	1	3574	238
OLAH	q35_make_believe	1	19	1	3608	197
OLAH	q36_same_age	0.3903048	20	0	3600	213
OLAH	q37_respond_positively	0.6231884	20	0	3644	167
OLAH	q38_pay_attention	1	19	1	3592	213
OLAH	q39_imaginative_games	0.7046477	19	1	3467	343
OLAH	q40_cooperatively_games	0.4017991	20	0	3571	246
KLHL42	q01_phrases	1	6	0	3729	115
KLHL42	q02_conversation	1	6	0	3580	118
KLHL42	q03_odd_phrase	0.6021989	0	6	569	3127
KLHL42	q04_inappropriate_question	0.2228886	2	4	554	3147
KLHL42	q05_pronouns_mixed	0.3378311	0	6	864	2834
KLHL42	q06_invented_words	0.2578711	2	4	609	3088
KLHL42	q07_same_over	1	1	5	337	3359
KLHL42	q08_particular_way	1	1	5	541	3295
KLHL42	q09_expressions_appropriate	0.141929	3	3	2952	886
KLHL42	q10_hand_tool	0.6056972	0	6	566	3271
KLHL42	q11_interest_preoccupy	1	0	6	231	3605
KLHL42	q12_parts_object	0.3373313	1	5	251	3591
KLHL42	q13_interests_intensity	1	1	5	520	3318
KLHL42	q14_senses	0.3633183	1	5	310	3525
KLHL42	q15_odd_ways	1	0	6	232	3607
KLHL42	q16_complicated_movements	0.6806597	0	6	344	3493
KLHL42	q17_injured_deliberately	1	0	6	296	3539
KLHL42	q18_objects_carry	0.6501749	0	6	372	3464
KLHL42	q19_best_friend	1	5	1	3036	810
KLHL42	q20_talk_friendly	1	6	0	3575	255
KLHL42	q21_copy_you	1	5	1	3283	553
KLHL42	q22_point_things	0.6206897	6	0	3430	398
KLHL42	q23_gestures_wanted	0.3413293	6	0	2910	923
KLHL42	q24_nod_head	1	6	0	3571	259
KLHL42	q25_shake_head	1	6	0	3601	233
KLHL42	q26_look_directly	1	6	0	3653	172
KLHL42	q27_smile_back	1	6	0	3726	102
KLHL42	q28_things_interested	1	6	0	3753	73
KLHL42	q29_share	1	6	0	3623	204
KLHL42	q30_join_enjoyment	1	6	0	3724	88
KLHL42	q31_comfort	1	6	0	3568	253
KLHL42	q32_help_attention	1	6	0	3656	164
KLHL42	q33_range_expressions	1	6	0	3757	63
KLHL42	q34_copy_actions	1	6	0	3587	239
KLHL42	q35_make_believe	1	6	0	3621	198
KLHL42	q36_same_age	1	6	0	3614	213
KLHL42	q37_respond_positively	1	6	0	3658	167
KLHL42	q38_pay_attention	0.2798601	5	1	3606	213
KLHL42	q39_imaginative_games	0.6541729	6	0	3480	344
KLHL42	q40_cooperatively_games	1	6	0	3585	246
CAMLG	q01_phrases	1	11	0	3724	115
CAMLG	q02_conversation	0.3128436	10	1	3576	117
CAMLG	q03_odd_phrase	0.7121439	1	10	568	3123
CAMLG	q04_inappropriate_question	0.2413793	0	11	556	3140
CAMLG	q05_pronouns_mixed	1	3	8	861	2832
CAMLG	q06_invented_words	0.6881559	1	10	610	3082
CAMLG	q07_same_over	1	1	10	337	3354
CAMLG	q08_particular_way	1	2	9	540	3291
CAMLG	q09_expressions_appropriate	0.7456272	9	2	2946	887
CAMLG	q10_hand_tool	0.3923038	3	8	563	3269
CAMLG	q11_interest_preoccupy	0.6486757	0	11	231	3600
CAMLG	q12_parts_object	0.6201899	0	11	252	3585
CAMLG	q13_interests_intensity	0.3653173	0	11	521	3312
CAMLG	q14_senses	0.2318841	2	9	309	3521
CAMLG	q15_odd_ways	0.6601699	0	11	232	3602
CAMLG	q16_complicated_movements	0.6046977	0	11	344	3488
CAMLG	q17_injured_deliberately	1	1	10	295	3535
CAMLG	q18_objects_carry	0.6031984	2	9	370	3461
CAMLG	q19_best_friend	0.7381309	8	3	3033	808
CAMLG	q20_talk_friendly	0.6291854	11	0	3570	255
CAMLG	q21_copy_you	0.2348826	11	0	3277	554
CAMLG	q22_point_things	1	10	1	3426	397
CAMLG	q23_gestures_wanted	0.3153423	10	1	2906	922
CAMLG	q24_nod_head	0.6321839	11	0	3566	259
CAMLG	q25_shake_head	0.6566717	11	0	3596	233
CAMLG	q26_look_directly	1	11	0	3648	172
CAMLG	q27_smile_back	1	11	0	3721	102
CAMLG	q28_things_interested	1	11	0	3748	73
CAMLG	q29_share	0.6566717	11	0	3618	204
CAMLG	q30_join_enjoyment	1	11	0	3719	88
CAMLG	q31_comfort	1	10	1	3564	252
CAMLG	q32_help_attention	1	11	0	3651	164
CAMLG	q33_range_expressions	1	11	0	3752	63
CAMLG	q34_copy_actions	0.6461769	11	0	3582	239
CAMLG	q35_make_believe	0.6546727	11	0	3616	198
CAMLG	q36_same_age	1	10	1	3610	212
CAMLG	q37_respond_positively	0.3853073	10	1	3654	166
CAMLG	q38_pay_attention	0.6546727	11	0	3600	214
CAMLG	q39_imaginative_games	0.2718641	9	2	3477	342
CAMLG	q40_cooperatively_games	0.6431784	11	0	3580	246
DAAM1	q01_phrases	0.173913	24	2	3711	113
DAAM1	q02_conversation	0.6421789	24	0	3562	118
DAAM1	q03_odd_phrase	0.5707146	5	18	564	3115
DAAM1	q04_inappropriate_question	1	4	20	552	3131
DAAM1	q05_pronouns_mixed	0.3338331	8	16	856	2824
DAAM1	q06_invented_words	0.7921039	3	21	608	3071
DAAM1	q07_same_over	0.2723638	4	20	334	3344
DAAM1	q08_particular_way	0.5422289	5	21	537	3279
DAAM1	q09_expressions_appropriate	1	19	6	2936	883
DAAM1	q10_hand_tool	0.2418791	6	20	560	3257
DAAM1	q11_interest_preoccupy	0.06996502	4	22	227	3589
DAAM1	q12_parts_object	0.7226387	1	25	251	3571
DAAM1	q13_interests_intensity	1	4	22	517	3301
DAAM1	q14_senses	1	2	24	309	3506
DAAM1	q15_odd_ways	1	2	24	230	3589
DAAM1	q16_complicated_movements	0.7446277	3	23	341	3476
DAAM1	q17_injured_deliberately	1	2	24	294	3521
DAAM1	q18_objects_carry	0.7846077	2	24	370	3446
DAAM1	q19_best_friend	0.01749125	15	11	3026	800
DAAM1	q20_talk_friendly	0.09495252	22	4	3559	251
DAAM1	q21_copy_you	0.2708646	20	6	3268	548
DAAM1	q22_point_things	0.04047976	20	6	3416	392
DAAM1	q23_gestures_wanted	1	20	6	2896	917
DAAM1	q24_nod_head	0.4067966	23	3	3554	256
DAAM1	q25_shake_head	1	24	2	3583	231
DAAM1	q26_look_directly	1	24	1	3635	171
DAAM1	q27_smile_back	1	24	1	3708	101
DAAM1	q28_things_interested	0.09795102	24	2	3735	71
DAAM1	q29_share	0.04497751	22	4	3607	200
DAAM1	q30_join_enjoyment	0.01449275	22	3	3708	85
DAAM1	q31_comfort	0.4137931	23	3	3551	250
DAAM1	q32_help_attention	1	25	1	3637	163
DAAM1	q33_range_expressions	0.05347326	24	2	3739	61
DAAM1	q34_copy_actions	0.4182909	23	3	3570	236
DAAM1	q35_make_believe	1	25	1	3602	197
DAAM1	q36_same_age	1	25	1	3595	212
DAAM1	q37_respond_positively	1	24	1	3640	166
DAAM1	q38_pay_attention	0.171914	23	3	3588	211
DAAM1	q39_imaginative_games	0.2763618	22	4	3464	340
DAAM1	q40_cooperatively_games	0.0189905	21	5	3570	241
UGT2B11	q01_phrases	0.6381809	30	0	3705	115
UGT2B11	q02_conversation	1	29	1	3557	117
UGT2B11	q03_odd_phrase	0.4507746	3	27	566	3106
UGT2B11	q04_inappropriate_question	0.8025987	5	25	551	3126
UGT2B11	q05_pronouns_mixed	1	7	23	857	2817
UGT2B11	q06_invented_words	0.3278361	7	23	604	3069
UGT2B11	q07_same_over	1	3	27	335	3337
UGT2B11	q08_particular_way	0.6376812	3	27	539	3273
UGT2B11	q09_expressions_appropriate	0.8275862	24	6	2931	883
UGT2B11	q10_hand_tool	0.1829085	7	23	559	3254
UGT2B11	q11_interest_preoccupy	0.3983008	3	27	228	3584
UGT2B11	q12_parts_object	0.7276362	1	29	251	3567
UGT2B11	q13_interests_intensity	0.8085957	5	25	516	3298
UGT2B11	q14_senses	0.3018491	4	26	307	3504
UGT2B11	q15_odd_ways	0.4322839	3	27	229	3586
UGT2B11	q16_complicated_movements	0.7746127	2	28	342	3471
UGT2B11	q17_injured_deliberately	0.5132434	1	29	295	3516
UGT2B11	q18_objects_carry	0.7736132	2	28	370	3442
UGT2B11	q19_best_friend	0.2518741	21	9	3020	802
UGT2B11	q20_talk_friendly	0.4372814	27	3	3554	252
UGT2B11	q21_copy_you	1	26	4	3262	550
UGT2B11	q22_point_things	0.5582209	28	2	3408	396
UGT2B11	q23_gestures_wanted	0.6771614	24	6	2892	917
UGT2B11	q24_nod_head	0.5237381	29	1	3548	258
UGT2B11	q25_shake_head	0.7291354	29	1	3578	232
UGT2B11	q26_look_directly	0.155922	27	3	3632	169
UGT2B11	q27_smile_back	1	29	1	3703	101
UGT2B11	q28_things_interested	0.6716642	30	0	3729	73
UGT2B11	q29_share	0.7311344	29	1	3600	203
UGT2B11	q30_join_enjoyment	0.6531734	30	0	3700	88
UGT2B11	q31_comfort	0.4422789	27	3	3547	250
UGT2B11	q32_help_attention	1	29	1	3633	163
UGT2B11	q33_range_expressions	1	30	0	3733	63
UGT2B11	q34_copy_actions	1	28	2	3565	237
UGT2B11	q35_make_believe	0.2673663	30	0	3597	198
UGT2B11	q36_same_age	0.7376312	29	1	3591	212
UGT2B11	q37_respond_positively	1	29	1	3635	166
UGT2B11	q38_pay_attention	0.7141429	29	1	3582	213
UGT2B11	q39_imaginative_games	0.7661169	28	2	3458	342
UGT2B11	q40_cooperatively_games	0.2523738	30	0	3561	246
POLD4	q01_phrases	1	4	0	3731	115
POLD4	q02_conversation	1	4	0	3582	118
POLD4	q03_odd_phrase	1	1	3	568	3130
POLD4	q04_inappropriate_question	0.6286857	0	4	556	3147
POLD4	q05_pronouns_mixed	1	1	3	863	2837
POLD4	q06_invented_words	0.6021989	0	4	611	3088
POLD4	q07_same_over	0.3388306	1	3	337	3361
POLD4	q08_particular_way	0.6546727	0	4	542	3296
POLD4	q09_expressions_appropriate	1	3	1	2952	888
POLD4	q10_hand_tool	0.1009495	2	2	564	3275
POLD4	q11_interest_preoccupy	1	0	4	231	3607
POLD4	q12_parts_object	0.2283858	1	3	251	3593
POLD4	q13_interests_intensity	0.6441779	0	4	521	3319
POLD4	q14_senses	0.2873563	1	3	310	3527
POLD4	q15_odd_ways	1	0	4	232	3609
POLD4	q16_complicated_movements	1	0	4	344	3495
POLD4	q17_injured_deliberately	1	0	4	296	3541
POLD4	q18_objects_carry	0.3333333	1	3	371	3467
POLD4	q19_best_friend	0.5832084	4	0	3037	811
POLD4	q20_talk_friendly	1	4	0	3577	255
POLD4	q21_copy_you	0.6496752	4	0	3284	554
POLD4	q22_point_things	0.3668166	3	1	3433	397
POLD4	q23_gestures_wanted	0.2493753	2	2	2914	921
POLD4	q24_nod_head	1	4	0	3573	259
POLD4	q25_shake_head	1	4	0	3603	233
POLD4	q26_look_directly	1	4	0	3655	172
POLD4	q27_smile_back	1	4	0	3728	102
POLD4	q28_things_interested	1	4	0	3755	73
POLD4	q29_share	1	4	0	3625	204
POLD4	q30_join_enjoyment	1	4	0	3726	88
POLD4	q31_comfort	1	4	0	3570	253
POLD4	q32_help_attention	1	4	0	3658	164
POLD4	q33_range_expressions	1	4	0	3759	63
POLD4	q34_copy_actions	1	4	0	3589	239
POLD4	q35_make_believe	1	4	0	3623	198
POLD4	q36_same_age	1	4	0	3616	213
POLD4	q37_respond_positively	1	4	0	3660	167
POLD4	q38_pay_attention	1	4	0	3607	214
POLD4	q39_imaginative_games	1	4	0	3482	344
POLD4	q40_cooperatively_games	1	4	0	3587	246
DEDD	q01_phrases	1	6	0	3729	115
DEDD	q02_conversation	1	6	0	3580	118
DEDD	q03_odd_phrase	0.2348826	2	4	567	3129
DEDD	q04_inappropriate_question	1	1	5	555	3146
DEDD	q05_pronouns_mixed	1	1	5	863	2835
DEDD	q06_invented_words	1	1	5	610	3087
DEDD	q07_same_over	1	1	5	337	3359
DEDD	q08_particular_way	1	1	5	541	3295
DEDD	q09_expressions_appropriate	0.3463268	6	0	2949	889
DEDD	q10_hand_tool	0.5952024	0	6	566	3271
DEDD	q11_interest_preoccupy	1	0	6	231	3605
DEDD	q12_parts_object	1	0	6	252	3590
DEDD	q13_interests_intensity	0.5852074	0	6	521	3317
DEDD	q14_senses	0.4087956	1	5	310	3525
DEDD	q15_odd_ways	1	0	6	232	3607
DEDD	q16_complicated_movements	0.1009495	2	4	342	3495
DEDD	q17_injured_deliberately	1	0	6	296	3539
DEDD	q18_objects_carry	0.6471764	0	6	372	3464
DEDD	q19_best_friend	1	5	1	3036	810
DEDD	q20_talk_friendly	0.3428286	5	1	3576	254
DEDD	q21_copy_you	0.2178911	4	2	3284	552
DEDD	q22_point_things	0.1289355	4	2	3432	396
DEDD	q23_gestures_wanted	0.151924	3	3	2913	920
DEDD	q24_nod_head	1	6	0	3571	259
DEDD	q25_shake_head	1	6	0	3601	233
DEDD	q26_look_directly	1	6	0	3653	172
DEDD	q27_smile_back	1	6	0	3726	102
DEDD	q28_things_interested	1	6	0	3753	73
DEDD	q29_share	1	6	0	3623	204
DEDD	q30_join_enjoyment	1	6	0	3724	88
DEDD	q31_comfort	1	6	0	3568	253
DEDD	q32_help_attention	0.03098451	4	2	3658	162
DEDD	q33_range_expressions	1	6	0	3757	63
DEDD	q34_copy_actions	1	6	0	3587	239
DEDD	q35_make_believe	1	6	0	3621	198
DEDD	q36_same_age	1	6	0	3614	213
DEDD	q37_respond_positively	1	6	0	3658	167
DEDD	q38_pay_attention	1	6	0	3605	214
DEDD	q39_imaginative_games	0.6721639	6	0	3480	344
DEDD	q40_cooperatively_games	1	6	0	3585	246
IKZF1	q01_phrases	0.3503248	13	1	3722	114
IKZF1	q02_conversation	1	12	0	3574	118
IKZF1	q03_odd_phrase	0.2368816	0	12	569	3121
IKZF1	q04_inappropriate_question	0.2233883	0	12	556	3139
IKZF1	q05_pronouns_mixed	0.08495752	0	12	864	2828
IKZF1	q06_invented_words	0.2363818	0	12	611	3080
IKZF1	q07_same_over	0.3878061	0	12	338	3352
IKZF1	q08_particular_way	0.2213893	0	14	542	3286
IKZF1	q09_expressions_appropriate	0.2183908	13	1	2942	888
IKZF1	q10_hand_tool	1	2	12	564	3265
IKZF1	q11_interest_preoccupy	0.6236882	0	14	231	3597
IKZF1	q12_parts_object	0.6116942	0	14	252	3582
IKZF1	q13_interests_intensity	0.2408796	0	14	521	3309
IKZF1	q14_senses	0.3983008	0	14	311	3516
IKZF1	q15_odd_ways	0.6161919	0	14	232	3599
IKZF1	q16_complicated_movements	0.3768116	0	14	344	3485
IKZF1	q17_injured_deliberately	0.4317841	0	14	296	3531
IKZF1	q18_objects_carry	0.3973013	0	14	372	3456
IKZF1	q19_best_friend	1	11	3	3030	808
IKZF1	q20_talk_friendly	1	13	1	3568	254
IKZF1	q21_copy_you	1	12	2	3276	552
IKZF1	q22_point_things	1	13	1	3423	397
IKZF1	q23_gestures_wanted	1	11	3	2905	920
IKZF1	q24_nod_head	1	13	1	3564	258
IKZF1	q25_shake_head	0.6341829	14	0	3593	233
IKZF1	q26_look_directly	0.6606697	14	0	3645	172
IKZF1	q27_smile_back	1	14	0	3718	102
IKZF1	q28_things_interested	1	14	0	3745	73
IKZF1	q29_share	0.6236882	14	0	3615	204
IKZF1	q30_join_enjoyment	1	14	0	3716	88
IKZF1	q31_comfort	0.6121939	14	0	3560	253
IKZF1	q32_help_attention	0.6486757	14	0	3648	164
IKZF1	q33_range_expressions	1	14	0	3749	63
IKZF1	q34_copy_actions	1	13	1	3580	238
IKZF1	q35_make_believe	0.6516742	14	0	3613	198
IKZF1	q36_same_age	1	13	1	3607	212
IKZF1	q37_respond_positively	0.6531734	14	0	3650	167
IKZF1	q38_pay_attention	0.6241879	14	0	3597	214
IKZF1	q39_imaginative_games	1	13	1	3473	343
IKZF1	q40_cooperatively_games	1	13	1	3578	245
FER	q01_phrases	0.05297351	25	3	3710	112
FER	q02_conversation	0.6371814	25	0	3561	118
FER	q03_odd_phrase	0.4047976	2	23	567	3110
FER	q04_inappropriate_question	0.7856072	3	22	553	3129
FER	q05_pronouns_mixed	0.4677661	4	21	860	2819
FER	q06_invented_words	0.6111944	3	22	608	3070
FER	q07_same_over	0.1574213	0	25	338	3339
FER	q08_particular_way	0.7876062	3	25	539	3275
FER	q09_expressions_appropriate	0.3363318	24	4	2931	885
FER	q10_hand_tool	0.7766117	5	23	561	3254
FER	q11_interest_preoccupy	0.7121439	1	27	230	3584
FER	q12_parts_object	0.7391304	1	27	251	3569
FER	q13_interests_intensity	0.4187906	2	26	519	3297
FER	q14_senses	0.6926537	3	25	308	3505
FER	q15_odd_ways	0.7281359	1	27	231	3586
FER	q16_complicated_movements	1	3	25	341	3474
FER	q17_injured_deliberately	0.1549225	0	27	296	3518
FER	q18_objects_carry	0.1874063	5	23	367	3447
FER	q19_best_friend	1	22	6	3019	805
FER	q20_talk_friendly	0.4277861	25	3	3556	252
FER	q21_copy_you	1	24	4	3264	550
FER	q22_point_things	0.05947026	22	6	3414	392
FER	q23_gestures_wanted	0.6571714	20	8	2896	915
FER	q24_nod_head	1	26	2	3551	257
FER	q25_shake_head	1	26	2	3581	231
FER	q26_look_directly	0.6206897	25	2	3634	170
FER	q27_smile_back	0.6301849	28	0	3704	102
FER	q28_things_interested	0.6746627	28	0	3731	73
FER	q29_share	0.4112944	28	0	3601	204
FER	q30_join_enjoyment	0.6556722	28	0	3702	88
FER	q31_comfort	1	26	2	3548	251
FER	q32_help_attention	0.6191904	25	2	3637	162
FER	q33_range_expressions	1	28	0	3735	63
FER	q34_copy_actions	0.7306347	27	1	3566	238
FER	q35_make_believe	0.4157921	28	0	3599	198
FER	q36_same_age	1	25	2	3595	211
FER	q37_respond_positively	1	27	1	3637	166
FER	q38_pay_attention	0.01349325	22	5	3589	209
FER	q39_imaginative_games	0.7761119	26	2	3460	342
FER	q40_cooperatively_games	1	26	2	3565	244
PUF60	q01_phrases	1	12	0	3723	115
PUF60	q02_conversation	1	12	0	3574	118
PUF60	q03_odd_phrase	1	2	10	567	3123
PUF60	q04_inappropriate_question	0.6916542	1	11	555	3140
PUF60	q05_pronouns_mixed	0.3273363	1	11	863	2829
PUF60	q06_invented_words	0.7396302	1	11	610	3081
PUF60	q07_same_over	0.3963018	0	12	338	3352
PUF60	q08_particular_way	0.2378811	0	12	542	3288
PUF60	q09_expressions_appropriate	0.7661169	10	2	2945	887
PUF60	q10_hand_tool	0.7101449	1	11	565	3266
PUF60	q11_interest_preoccupy	0.6296852	0	12	231	3599
PUF60	q12_parts_object	0.1849075	2	10	250	3586
PUF60	q13_interests_intensity	0.2408796	0	12	521	3311
PUF60	q14_senses	0.6171914	0	12	311	3518
PUF60	q15_odd_ways	0.6171914	0	12	232	3601
PUF60	q16_complicated_movements	0.6306847	2	10	342	3489
PUF60	q17_injured_deliberately	0.6156922	0	12	296	3533
PUF60	q18_objects_carry	0.4072964	0	12	372	3458
PUF60	q19_best_friend	0.7771114	10	2	3031	809
PUF60	q20_talk_friendly	1	11	1	3570	254
PUF60	q21_copy_you	0.7126437	11	1	3277	553
PUF60	q22_point_things	1	11	1	3425	397
PUF60	q23_gestures_wanted	0.08195902	12	0	2904	923
PUF60	q24_nod_head	1	11	1	3566	258
PUF60	q25_shake_head	1	11	1	3596	232
PUF60	q26_look_directly	0.6691654	12	0	3647	172
PUF60	q27_smile_back	1	12	0	3720	102
PUF60	q28_things_interested	0.2178911	11	1	3748	72
PUF60	q29_share	1	11	1	3618	203
PUF60	q30_join_enjoyment	0.2418791	11	1	3719	87
PUF60	q31_comfort	1	11	1	3563	252
PUF60	q32_help_attention	0.6936532	12	0	3650	164
PUF60	q33_range_expressions	0.1864068	11	1	3752	62
PUF60	q34_copy_actions	1	11	1	3582	238
PUF60	q35_make_believe	1	11	1	3616	197
PUF60	q36_same_age	0.1454273	10	2	3610	211
PUF60	q37_respond_positively	1	11	1	3653	166
PUF60	q38_pay_attention	0.6406797	12	0	3599	214
PUF60	q39_imaginative_games	1	11	1	3475	343
PUF60	q40_cooperatively_games	1	11	1	3580	245
TERF2	q01_phrases	1	9	0	3726	115
TERF2	q02_conversation	1	8	0	3578	118
TERF2	q03_odd_phrase	0.3593203	0	8	569	3125
TERF2	q04_inappropriate_question	0.3658171	0	8	556	3143
TERF2	q05_pronouns_mixed	1	2	6	862	2834
TERF2	q06_invented_words	1	1	7	610	3085
TERF2	q07_same_over	0.6466767	0	8	338	3356
TERF2	q08_particular_way	1	1	8	541	3292
TERF2	q09_expressions_appropriate	0.4417791	8	1	2947	888
TERF2	q10_hand_tool	0.3653173	0	9	566	3268
TERF2	q11_interest_preoccupy	0.6781609	0	9	231	3602
TERF2	q12_parts_object	0.6521739	0	9	252	3587
TERF2	q13_interests_intensity	0.3648176	0	9	521	3314
TERF2	q14_senses	1	1	8	310	3522
TERF2	q15_odd_ways	0.6721639	0	9	232	3604
TERF2	q16_complicated_movements	1	1	8	343	3491
TERF2	q17_injured_deliberately	1	1	8	295	3537
TERF2	q18_objects_carry	0.6306847	0	9	372	3461
TERF2	q19_best_friend	0.7031484	8	1	3033	810
TERF2	q20_talk_friendly	0.6546727	9	0	3572	255
TERF2	q21_copy_you	0.6241879	7	2	3281	552
TERF2	q22_point_things	0.2438781	7	2	3429	396
TERF2	q23_gestures_wanted	0.2413793	5	4	2911	919
TERF2	q24_nod_head	0.6426787	9	0	3568	259
TERF2	q25_shake_head	1	8	1	3599	232
TERF2	q26_look_directly	1	9	0	3650	172
TERF2	q27_smile_back	1	8	0	3724	102
TERF2	q28_things_interested	1	9	0	3750	73
TERF2	q29_share	1	9	0	3620	204
TERF2	q30_join_enjoyment	1	9	0	3721	88
TERF2	q31_comfort	1	8	1	3566	252
TERF2	q32_help_attention	1	9	0	3653	164
TERF2	q33_range_expressions	1	9	0	3754	63
TERF2	q34_copy_actions	1	8	1	3585	238
TERF2	q35_make_believe	1	9	0	3618	198
TERF2	q36_same_age	0.6791604	9	0	3611	213
TERF2	q37_respond_positively	1	9	0	3655	167
TERF2	q38_pay_attention	0.6801599	9	0	3602	214
TERF2	q39_imaginative_games	1	8	1	3478	343
TERF2	q40_cooperatively_games	1	8	1	3583	245
SLC8A2	q01_phrases	1	5	0	3730	115
SLC8A2	q02_conversation	1	4	0	3582	118
SLC8A2	q03_odd_phrase	1	1	3	568	3130
SLC8A2	q04_inappropriate_question	1	1	3	555	3148
SLC8A2	q05_pronouns_mixed	0.5597201	0	4	864	2836
SLC8A2	q06_invented_words	0.6026987	0	4	611	3088
SLC8A2	q07_same_over	1	0	4	338	3360
SLC8A2	q08_particular_way	1	1	4	541	3296
SLC8A2	q09_expressions_appropriate	1	4	1	2951	888
SLC8A2	q10_hand_tool	0.6116942	0	5	566	3272
SLC8A2	q11_interest_preoccupy	1	0	5	231	3606
SLC8A2	q12_parts_object	1	0	5	252	3591
SLC8A2	q13_interests_intensity	0.6216892	0	5	521	3318
SLC8A2	q14_senses	1	0	5	311	3525
SLC8A2	q15_odd_ways	1	0	5	232	3608
SLC8A2	q16_complicated_movements	1	0	5	344	3494
SLC8A2	q17_injured_deliberately	1	0	5	296	3540
SLC8A2	q18_objects_carry	1	0	5	372	3465
SLC8A2	q19_best_friend	0.06546727	2	3	3039	808
SLC8A2	q20_talk_friendly	1	5	0	3576	255
SLC8A2	q21_copy_you	0.5977011	5	0	3283	554
SLC8A2	q22_point_things	1	4	1	3432	397
SLC8A2	q23_gestures_wanted	1	4	1	2912	922
SLC8A2	q24_nod_head	1	5	0	3572	259
SLC8A2	q25_shake_head	1	5	0	3602	233
SLC8A2	q26_look_directly	1	5	0	3654	172
SLC8A2	q27_smile_back	1	5	0	3727	102
SLC8A2	q28_things_interested	1	5	0	3754	73
SLC8A2	q29_share	1	5	0	3624	204
SLC8A2	q30_join_enjoyment	1	5	0	3725	88
SLC8A2	q31_comfort	1	5	0	3569	253
SLC8A2	q32_help_attention	0.1874063	4	1	3658	163
SLC8A2	q33_range_expressions	1	5	0	3758	63
SLC8A2	q34_copy_actions	1	5	0	3588	239
SLC8A2	q35_make_believe	1	5	0	3622	198
SLC8A2	q36_same_age	0.2608696	4	1	3616	212
SLC8A2	q37_respond_positively	0.1944028	4	1	3660	166
SLC8A2	q38_pay_attention	1	5	0	3606	214
SLC8A2	q39_imaginative_games	0.3773113	4	1	3482	343
SLC8A2	q40_cooperatively_games	0.03848076	3	2	3588	244
RPL28	q01_phrases	1	9	0	3726	115
RPL28	q02_conversation	1	9	0	3577	118
RPL28	q03_odd_phrase	1	1	8	568	3125
RPL28	q04_inappropriate_question	1	1	8	555	3143
RPL28	q05_pronouns_mixed	0.6946527	3	6	861	2834
RPL28	q06_invented_words	0.3728136	0	9	611	3083
RPL28	q07_same_over	0.1909045	2	7	336	3357
RPL28	q08_particular_way	0.6316842	2	7	540	3293
RPL28	q09_expressions_appropriate	0.4777611	8	1	2947	888
RPL28	q10_hand_tool	0.6296852	2	7	564	3270
RPL28	q11_interest_preoccupy	0.6716642	0	9	231	3602
RPL28	q12_parts_object	1	1	8	251	3588
RPL28	q13_interests_intensity	1	1	8	520	3315
RPL28	q14_senses	0.6206897	0	9	311	3521
RPL28	q15_odd_ways	1	1	8	231	3605
RPL28	q16_complicated_movements	0.04197901	3	6	341	3493
RPL28	q17_injured_deliberately	0.155922	2	7	294	3538
RPL28	q18_objects_carry	1	1	8	371	3462
RPL28	q19_best_friend	0.4037981	6	3	3035	808
RPL28	q20_talk_friendly	0.6516742	9	0	3572	255
RPL28	q21_copy_you	1	8	1	3280	553
RPL28	q22_point_things	0.2213893	7	2	3429	396
RPL28	q23_gestures_wanted	0.4942529	8	1	2908	922
RPL28	q24_nod_head	1	8	1	3569	258
RPL28	q25_shake_head	1	8	1	3599	232
RPL28	q26_look_directly	1	9	0	3650	172
RPL28	q27_smile_back	1	9	0	3723	102
RPL28	q28_things_interested	1	9	0	3750	73
RPL28	q29_share	0.3678161	8	1	3621	203
RPL28	q30_join_enjoyment	1	9	0	3721	88
RPL28	q31_comfort	1	8	1	3566	252
RPL28	q32_help_attention	0.3253373	8	1	3654	163
RPL28	q33_range_expressions	1	9	0	3754	63
RPL28	q34_copy_actions	1	8	1	3585	238
RPL28	q35_make_believe	1	9	0	3618	198
RPL28	q36_same_age	1	8	1	3612	212
RPL28	q37_respond_positively	0.3248376	8	1	3656	166
RPL28	q38_pay_attention	0.6641679	9	0	3602	214
RPL28	q39_imaginative_games	0.6131934	9	0	3477	344
RPL28	q40_cooperatively_games	0.6681659	9	0	3582	246
HMGXB4	q01_phrases	0.6926537	17	0	3718	115
HMGXB4	q02_conversation	1	16	1	3570	117
HMGXB4	q03_odd_phrase	1	3	14	566	3119
HMGXB4	q04_inappropriate_question	0.7776112	2	15	554	3136
HMGXB4	q05_pronouns_mixed	0.3763118	2	15	862	2825
