tissue  percent_allgenes_expressed      percent_MESgenes_expressed      difference      p_val   mean_allgene_expression_sim     sd_allgene_expression_sim
corticomedialamygdala 	 0.7790398 	 0.8247423 	 0.04570249 	0.1283174 	 0.7728508 	 0.04574429 
cuneiformnucleus 	 0.7750223 	 0.814433 	 0.03941067 	0.1848844 	 0.7750673 	 0.04389048 
dentategyrus 	 0.7773534 	 0.7835052 	 0.006151717 	0.4103731 	 0.7739533 	 0.04215571 
dorsalcochlearnucleus 	 0.778891 	 0.8247423 	 0.04585129 	0.1628241 	 0.7786689 	 0.04687415 
dorsalfuniculus(whitematter) 	 0.7622756 	 0.7525773 	 -0.009698248 	0.5921203 	 0.7630928 	 0.04513025 
dorsalmedullaryreticularnucleus 	 0.7765103 	 0.8041237 	 0.02761344 	0.1913151 	 0.7744756 	 0.03395882 
dorsalmotorvagalcomplex 	 0.7845948 	 0.814433 	 0.02983821 	0.2072943 	 0.7779596 	 0.04470623 
dorsalraphenucleus 	 0.7811229 	 0.7938144 	 0.01269153 	0.314787 	 0.7735041 	 0.04210908 
dorsaltegmentalnucleus 	 0.7795358 	 0.8247423 	 0.04520651 	0.1608572 	 0.7822567 	 0.04287398 
dorsolateraltegmentalarea 	 0.7845452 	 0.814433 	 0.02988781 	0.2537348 	 0.7873044 	 0.04093129 
dorsomedialnucleus 	 0.7823133 	 0.8247423 	 0.04242901 	0.1582343 	 0.7868341 	 0.03784228 
entorhinalgyrus 	 0.7736832 	 0.814433 	 0.04074982 	0.1859034 	 0.7728824 	 0.04652433 
flocculonodularlobe 	 0.7666402 	 0.7731959 	 0.006555662 	0.4139736 	 0.7631096 	 0.04640877 
frontaleyefield 	 0.7710545 	 0.8041237 	 0.03306925 	0.2112755 	 0.7683368 	 0.04462185 
frontaloperculum 	 0.7817677 	 0.814433 	 0.03266531 	0.2140008 	 0.7778792 	 0.04611787 
fusiformgyrus 	 0.7722448 	 0.8247423 	 0.05249745 	0.1078671 	 0.7731334 	 0.04168894 
gigantocellularreticularnuclei,medullary 	 0.7764607 	 0.8041237 	 0.02766304 	0.2085188 	 0.7696413 	 0.04248848 
gigantocellularreticularnuclei,pars 	 0.7782462 	 0.8041237 	 0.02587751 	0.2952489 	 0.7800417 	 0.04475264 
globuspallidus,externus 	 0.7671362 	 0.7835052 	 0.01636896 	0.3961619 	 0.7706655 	 0.04876554 
globuspallidus,internus 	 0.7631187 	 0.8041237 	 0.04100497 	0.1611962 	 0.7599895 	 0.04460015 
habenula 	 0.7757167 	 0.8041237 	 0.02840702 	0.3048273 	 0.7812613 	 0.0447785 
hippocampus 	 0.77408 	 0.7938144 	 0.01973448 	0.3287274 	 0.7725221 	 0.04801744 
hippocampus,CA1 	 0.7767583 	 0.7835052 	 0.006746897 	0.394331 	 0.7726941 	 0.0403325 
hippocampus,CA2 	 0.7794366 	 0.7938144 	 0.01437787 	0.4238011 	 0.7857044 	 0.04220063 
hippocampus,CA3 	 0.7804781 	 0.7938144 	 0.01333631 	0.3723561 	 0.7794004 	 0.04426655 
inferiorcolliculus 	 0.7752703 	 0.814433 	 0.03916268 	0.1759318 	 0.7779466 	 0.0391914 
inferiorfrontalgyrus,opercular 	 0.7729392 	 0.8247423 	 0.05180308 	0.1521058 	 0.7758075 	 0.0476277 
inferiorolive 	 0.767781 	 0.7938144 	 0.02603346 	0.2879625 	 0.7706044 	 0.04149493 
inferiorparietallobule 	 0.7771054 	 0.7938144 	 0.01670899 	0.2935626 	 0.7698969 	 0.04404647 
inferiortemporalgyrus 	 0.7727408 	 0.8041237 	 0.03138291 	0.2222546 	 0.7723601 	 0.0415427 
intraparietaldeepsulcus 	 0.772592 	 0.8041237 	 0.03153171 	0.2608851 	 0.7755728 	 0.04456769 
Kolliker-Fusenucleus 	 0.7759151 	 0.8247423 	 0.04882718 	0.1356644 	 0.7756754 	 0.04460597 
lateralamygdala 	 0.7765103 	 0.814433 	 0.03792272 	0.2238189 	 0.7809194 	 0.04413402 
lateralfuniculus(whitematter) 	 0.7671858 	 0.7525773 	 -0.01460848 	0.6200716 	 0.7662322 	 0.04467223 
lateralgeniculatebody 	 0.7642099 	 0.7835052 	 0.01929525 	0.3703035 	 0.7692247 	 0.0431369 
lateralhypothalamicarea 	 0.7737328 	 0.814433 	 0.04070023 	0.1770255 	 0.7776183 	 0.03972402 
laterallemniscalnuclei 	 0.7717984 	 0.7938144 	 0.022016 	0.3038948 	 0.7709967 	 0.04445903 
lateralmedullaryreticularnucleus 	 0.772592 	 0.8041237 	 0.03153171 	0.2486942 	 0.7776099 	 0.03907102 
lateralparabrachialnucleus 	 0.7767087 	 0.814433 	 0.03772433 	0.1403401 	 0.7730481 	 0.03836222 
lateralthalamicnuclei 	 0.7687729 	 0.7938144 	 0.02504149 	0.2755978 	 0.7700452 	 0.03988324 
lateralvestibularnucleus 	 0.7800317 	 0.814433 	 0.03440125 	0.218691 	 0.7809777 	 0.04307799 
lingualgyrus 	 0.7739808 	 0.8041237 	 0.03014296 	0.2665012 	 0.778491 	 0.04111565 
locuscoeruleus 	 0.777403 	 0.814433 	 0.03702995 	0.1705615 	 0.7710877 	 0.04553318 
mammillarybody 	 0.7652515 	 0.814433 	 0.04918153 	0.1280264 	 0.7677464 	 0.0411057 
medialdorsalthalamicnucleus 	 0.773832 	 0.8041237 	 0.03029175 	0.2171294 	 0.7746486 	 0.03769552 
medialgeniculatebody 	 0.7714512 	 0.7938144 	 0.02236319 	0.2911252 	 0.7714212 	 0.04070751 
medialolivarynucleus 	 0.7666898 	 0.7525773 	 -0.01411249 	0.5935103 	 0.7617694 	 0.03885338 
medialparabrachialnucleus 	 0.7775022 	 0.8247423 	 0.04724004 	0.1273313 	 0.7778813 	 0.04113865 
medialperiolivarynuclei 	 0.773336 	 0.7938144 	 0.02047845 	0.3081712 	 0.774429 	 0.0386904 
medialvestibularnucleus 	 0.7782958 	 0.8247423 	 0.04644646 	0.1159936 	 0.7785178 	 0.03867331 
medianraphenucleus 	 0.7705089 	 0.7835052 	 0.01299628 	0.3802386 	 0.7709604 	 0.04114987 
middlecingulatecortex 	 0.7742783 	 0.8041237 	 0.02984537 	0.2725644 	 0.7781307 	 0.04295836 
middletemporalgyrus 	 0.7732368 	 0.8041237 	 0.03088693 	0.1969131 	 0.7674921 	 0.04295958 
motorfacialnucleus 	 0.7737328 	 0.8041237 	 0.03039095 	0.2172921 	 0.7719578 	 0.04116603 
motorhypoglossalnucleus 	 0.7821645 	 0.8041237 	 0.02195924 	0.2953475 	 0.7825012 	 0.04020324 
motortrigeminalnucleus 	 0.779387 	 0.7938144 	 0.01442747 	0.3105023 	 0.7747118 	 0.03863598 
nucleiofthetrapezoidbody 	 0.7700625 	 0.7938144 	 0.02375194 	0.2298029 	 0.7623968 	 0.04248514 
nucleusaccumbens 	 0.7755183 	 0.814433 	 0.03891469 	0.1247514 	 0.7639827 	 0.04381043 
nucleusambiguus 	 0.7753199 	 0.8041237 	 0.0288038 	0.274503 	 0.7771653 	 0.04498691 
nucleusbasalisofMeynert 	 0.7817677 	 0.8247423 	 0.04297459 	0.2403579 	 0.7902699 	 0.0488865 
nucleuscuneatus 	 0.7800317 	 0.814433 	 0.03440125 	0.2156347 	 0.7798306 	 0.04396624 
nucleusgracilis 	 0.7791886 	 0.7835052 	 0.004316582 	0.4433135 	 0.7770082 	 0.0455691 
nucleusofthediagonalband 	 0.7743279 	 0.8247423 	 0.05041432 	0.1956184 	 0.7863612 	 0.04476565 
nucleusraphemagnus 	 0.7725424 	 0.7731959 	 0.0006534698 	0.4485183 	 0.7684264 	 0.03685666 
nucleusrapheobscurus 	 0.7696657 	 0.8041237 	 0.034458 	0.2873727 	 0.7816301 	 0.04009002 
nucleusraphepallidus 	 0.7727408 	 0.7628866 	 -0.009854202 	0.5564527 	 0.7690154 	 0.04316589 
nucleusreuniens 	 0.7749231 	 0.7835052 	 0.008582032 	0.353237 	 0.77001 	 0.03583451 
nucleusrhomboideus 	 0.7775518 	 0.7938144 	 0.0162626 	0.2619697 	 0.7692542 	 0.03853894 
nucleustractussolitarii 	 0.7963496 	 0.8041237 	 0.007774143 	0.4645271 	 0.8002523 	 0.04348238 
occipitalcortex 	 0.7709057 	 0.7938144 	 0.02290877 	0.3410197 	 0.7766716 	 0.04184432 
occipitalcortex(whitematter) 	 0.7623252 	 0.7835052 	 0.02117999 	0.3001847 	 0.7599479 	 0.04496789 
olfactoryarea 	 0.7728896 	 0.8041237 	 0.03123412 	0.1771153 	 0.7671029 	 0.03996141 
olfactorytubercle 	 0.7722944 	 0.8041237 	 0.0318293 	0.2336581 	 0.7743978 	 0.04089668 
orbitofrontalgyrus,anterior 	 0.7757663 	 0.814433 	 0.0386667 	0.1895125 	 0.7784222 	 0.04093556 
paracentrallobule,anterior 	 0.7668386 	 0.7938144 	 0.02697583 	0.3021021 	 0.7713612 	 0.04331547 
paracentrallobule,posterior 	 0.7716992 	 0.8041237 	 0.03242448 	0.2059571 	 0.7703688 	 0.04113796 
parahippocampalcortex 	 0.7748239 	 0.8247423 	 0.04991834 	0.1018409 	 0.7719151 	 0.04155914 
parahippocampalcortex(whitematter) 	 0.7626724 	 0.7731959 	 0.01052352 	0.3880995 	 0.7600579 	 0.04621575 
paramedianreticularnucleus 	 0.7722944 	 0.7938144 	 0.02152002 	0.3378271 	 0.7768315 	 0.04059018 
paraventricularnucleus 	 0.7727904 	 0.8041237 	 0.03133331 	0.2042582 	 0.7675458 	 0.04425605 
parietaloperculum 	 0.7808253 	 0.814433 	 0.03360767 	0.216743 	 0.7821344 	 0.04123708 
parieto-insularcortex 	 0.7750223 	 0.8041237 	 0.02910139 	0.215184 	 0.7737324 	 0.0385402 
parieto-occipitaltransitionalarea 	 0.7762127 	 0.8247423 	 0.04852959 	0.1425359 	 0.7760183 	 0.0455792 
parieto-temporaljunction(whitematter) 	 0.7533975 	 0.7113402 	 -0.04205727 	0.8285217 	 0.7555239 	 0.04659057 
parvicellularreticularnuclei 	 0.7732864 	 0.8247423 	 0.05145589 	0.0933891 	 0.773138 	 0.03908909 
parvicellularreticularnuclei,medullary 	 0.7764607 	 0.814433 	 0.03797232 	0.1937883 	 0.7822775 	 0.03721611 
pedunculopontinetegmentalnucleus 	 0.7779982 	 0.8247423 	 0.04674405 	0.1056133 	 0.7752425 	 0.03959348 
periaquaductalgrey,anterior 	 0.777403 	 0.8041237 	 0.02672068 	0.1791234 	 0.7679844 	 0.03933694 
periaquaductalgrey,dorsal 	 0.7842476 	 0.814433 	 0.0301854 	0.2686539 	 0.787278 	 0.04401918 
periaquaductalgrey,lateral 	 0.7854876 	 0.814433 	 0.02894544 	0.2652643 	 0.7886966 	 0.0410338 
perirhinalgyrus 	 0.7721456 	 0.814433 	 0.04228737 	0.1942681 	 0.7796497 	 0.04033898 
peritrigeminalnucleus 	 0.7704097 	 0.7835052 	 0.01309547 	0.4066707 	 0.7726158 	 0.04611848 
piriformcortex 	 0.7794366 	 0.7938144 	 0.01437787 	0.342839 	 0.776943 	 0.04168596 
pontinenuclei 	 0.7674338 	 0.7938144 	 0.02638065 	0.2372012 	 0.763186 	 0.042817 
pontineraphenucleus 	 0.7724432 	 0.8247423 	 0.05229906 	0.1003208 	 0.7732165 	 0.04026315 
postcentralgyrus 	 0.7656978 	 0.7731959 	 0.007498029 	0.4730183 	 0.7699878 	 0.04739767 
postcentralgyrus,dorsal 	 0.7685249 	 0.7938144 	 0.02528949 	0.2915837 	 0.7699253 	 0.0435326 
postcentralgyrus,middle 	 0.7713025 	 0.7938144 	 0.02251198 	0.29995 	 0.7716 	 0.04234988 
postcentralgyrus,ventral 	 0.7713025 	 0.8041237 	 0.03282126 	0.2559599 	 0.7718157 	 0.04926119 
posteriorcingulatecortex 	 0.7749231 	 0.7938144 	 0.01889131 	0.260938 	 0.7694731 	 0.03800617 
posteriorcingulatecortex,dorsal 	 0.7724432 	 0.8041237 	 0.0316805 	0.2580313 	 0.7767901 	 0.04208888 
posteriorcingulatecortex,ventral 	 0.7764607 	 0.8041237 	 0.02766304 	0.2705471 	 0.7782369 	 0.04235691 
posteriorinsularcortex 	 0.7750223 	 0.8041237 	 0.02910139 	0.2318376 	 0.7724596 	 0.0432092 
posteriorthalamicnucleus 	 0.7691697 	 0.8041237 	 0.03495399 	0.1584306 	 0.7666995 	 0.03738951 
posteroventralcochlearnucleus 	 0.7762623 	 0.8041237 	 0.02786144 	0.2788887 	 0.7786167 	 0.04351654 
precentralgyrus 	 0.7743279 	 0.8041237 	 0.02979577 	0.1994164 	 0.7689896 	 0.04164247 
precentralgyrus,dorsal 	 0.7681778 	 0.7938144 	 0.02563667 	0.2707136 	 0.7697186 	 0.03945889 
precentralgyrus,middle 	 0.7681282 	 0.7938144 	 0.02568627 	0.2902629 	 0.7720703 	 0.03934763 
precentralgyrus,ventral 	 0.7724432 	 0.7938144 	 0.02137122 	0.278216 	 0.7693004 	 0.04167987 
precuneus 	 0.7761631 	 0.8041237 	 0.02796063 	0.2265233 	 0.7746797 	 0.03924059 
premotorcortex,dorsal 	 0.7697649 	 0.7938144 	 0.02404953 	0.2753337 	 0.7711361 	 0.03800249 
premotorcortex,ventral 	 0.7700625 	 0.8041237 	 0.03406122 	0.2589913 	 0.7752753 	 0.04462537 
preopticarea 	 0.7755183 	 0.814433 	 0.03891469 	0.1727222 	 0.7763155 	 0.04040166 
prepositushypoglossalnucleus 	 0.7796846 	 0.8041237 	 0.02443916 	0.272673 	 0.7779224 	 0.04332602 
pretectalarea 	 0.7790398 	 0.7938144 	 0.01477466 	0.3919968 	 0.7823427 	 0.04184945 
principalsensorytrigeminalnucleus 	 0.7783454 	 0.8041237 	 0.02577831 	0.3007427 	 0.7807829 	 0.04469144 
pulvinar 	 0.7659458 	 0.7938144 	 0.02786859 	0.3243523 	 0.7714689 	 0.04905039 
putamen 	 0.7758159 	 0.814433 	 0.0386171 	0.1998887 	 0.7801015 	 0.04077278 
rednucleus 	 0.7690209 	 0.8041237 	 0.03510278 	0.2266471 	 0.7702956 	 0.04510808 
reticularpontinenucleus,caudal 	 0.7750719 	 0.8041237 	 0.02905179 	0.2061979 	 0.7705902 	 0.0409103 
reticularpontinenucleus,oral 	 0.772096 	 0.8041237 	 0.03202769 	0.2565843 	 0.7747078 	 0.04498455 
reticulotegmentalnucleus 	 0.7754191 	 0.8247423 	 0.04932316 	0.1396599 	 0.7792747 	 0.04202761 
retrosplenialcortex 	 0.779139 	 0.814433 	 0.03529402 	0.1885824 	 0.7798685 	 0.03913851 
septalnuclei 	 0.7800317 	 0.8247423 	 0.04471053 	0.133051 	 0.7775394 	 0.04244537 
somatomorcortex,precentralgyrus(whitematter) 	 0.7654003 	 0.7938144 	 0.02841418 	0.2521224 	 0.7673402 	 0.03964242 
somatosensorycortex,postcentralgyrus,ventral(whitematter) 	 0.7651027 	 0.7938144 	 0.02871176 	0.2756734 	 0.767975 	 0.0433735 
spinaltrigeminalnucleus,caudal 	 0.7802797 	 0.814433 	 0.03415326 	0.2247928 	 0.7809758 	 0.04424937 
spinaltrigeminalnucleus,interpolar 	 0.7757663 	 0.8041237 	 0.02835742 	0.2665609 	 0.7785203 	 0.04108065 
spinaltrigeminalnucleus,oral 	 0.7802797 	 0.814433 	 0.03415326 	0.190248 	 0.7786367 	 0.04081761 
spinalvestibularnucleus 	 0.7719968 	 0.8041237 	 0.03212689 	0.2295942 	 0.776506 	 0.03731195 
striaterminalis,bednucleus 	 0.7786926 	 0.814433 	 0.0357404 	0.1732812 	 0.7712203 	 0.04590855 
subcentralgyrus,S2 	 0.7721456 	 0.7938144 	 0.02166881 	0.2360014 	 0.7654345 	 0.03945915 
subcoeruleusarea 	 0.7756671 	 0.8247423 	 0.04907517 	0.09592591 	 0.7698072 	 0.04209198 
subiculum 	 0.7757167 	 0.8041237 	 0.02840702 	0.2624074 	 0.7739399 	 0.04746324 
substantianigra 	 0.7720464 	 0.814433 	 0.04238657 	0.1262967 	 0.7685272 	 0.04012484 
subthalamicnucleus 	 0.77408 	 0.8041237 	 0.03004376 	0.2722932 	 0.7762424 	 0.046017 
superiorcolliculus 	 0.7771054 	 0.7938144 	 0.01670899 	0.3141362 	 0.774009 	 0.04090672 
superiorolive 	 0.7717984 	 0.8041237 	 0.03232528 	0.2140867 	 0.7688281 	 0.0445471 
superiorparietallobule 	 0.7706577 	 0.8041237 	 0.03346604 	0.2589096 	 0.7790472 	 0.03877546 
superiortemporalgyrus 	 0.7718976 	 0.8041237 	 0.03222608 	0.2463951 	 0.7734395 	 0.0447372 
superiorvestibularnucleus 	 0.7813213 	 0.8041237 	 0.02280241 	0.2939951 	 0.7796318 	 0.04520879 
supplementarymotorcortex 	 0.7715008 	 0.7938144 	 0.02231359 	0.2494605 	 0.7667936 	 0.0399605 
supramarginalgyrus 	 0.7767087 	 0.814433 	 0.03772433 	0.1591225 	 0.773968 	 0.04054318 
supraopticnucleus 	 0.7747743 	 0.8247423 	 0.04996794 	0.08814125 	 0.7720997 	 0.03892843 
temporalpole 	 0.772344 	 0.8041237 	 0.0317797 	0.2573254 	 0.7766474 	 0.04216662 
temporalwhitematter 	 0.7654499 	 0.7525773 	 -0.01287254 	0.5553363 	 0.7583568 	 0.04153278 
temporo-insularcortex,parainsulargyrus 	 0.7799821 	 0.8041237 	 0.02414157 	0.2279353 	 0.774919 	 0.03916607 
temporo-occipitaltransitionalzone 	 0.7706081 	 0.8041237 	 0.03351564 	0.2269542 	 0.7724813 	 0.04225102 
transversaltemporalgyrus,anterior 	 0.7715504 	 0.7938144 	 0.02226399 	0.3175279 	 0.7743117 	 0.04109111 
transversaltemporalgyrus,posterior 	 0.7741791 	 0.814433 	 0.04025384 	0.1466235 	 0.7718988 	 0.04046924 
ventralmedullaryreticularnucleus 	 0.7730384 	 0.814433 	 0.0413946 	0.1367639 	 0.7743141 	 0.03663909 
ventralperiolivarynuclei 	 0.7727904 	 0.7938144 	 0.02102404 	0.2912204 	 0.7740837 	 0.03588554 
ventralposterolateralthalamicnucleus 	 0.7694177 	 0.7938144 	 0.02439672 	0.2335773 	 0.7627761 	 0.04268681 
ventralposteromedialthalamicnucleus 	 0.7681778 	 0.7938144 	 0.02563667 	0.2337192 	 0.7655281 	 0.03892689 
ventraltegmentalarea 	 0.7751711 	 0.8350515 	 0.05988043 	0.08171755 	 0.778045 	 0.04090561 
ventralthalamicnuclei 	 0.7678802 	 0.7938144 	 0.02593426 	0.2666916 	 0.7668231 	 0.04333528 
ventrolateralmedulla,A1-C1cellgroups 	 0.7752207 	 0.814433 	 0.03921228 	0.1778807 	 0.7743152 	 0.04344238 
ventrolateraltegmentalarea,A5NEcellgroup 	 0.7792382 	 0.8041237 	 0.02488554 	0.3160115 	 0.7842384 	 0.04152455 
ventromedialnucleus 	 0.7773534 	 0.8041237 	 0.02677027 	0.326225 	 0.785961 	 0.04032919 
vermis 	 0.7713025 	 0.7835052 	 0.0122027 	0.4255937 	 0.7746539 	 0.04718063 
zonaincerta 	 0.7763119 	 0.8041237 	 0.02781184 	0.2790325 	 0.779776 	 0.04156894 
