GENEA   N_A     GENEB   N_B     N_CO_OCCUR      N_CO_OCCUR_NORM SWAP_GENEA      SWAP_N_A        SWAP_GENEB      SWAP_N_B        SWAP_N_CO_OCCUR SWAP_N_CO_OCCUR_NORM
KRTAP12-1	14	LCMT1	2	103.3544	0.8215512	LCMT1	22	KRTAP12-1	2	219.4755	0.7183582
MUC16	1093	TTN	150	0.02822036	0.02822036	TTN	2425	MUC16	150	0.6759717	0.2668698
RARRES2	19	FAM183A	2	173.136	0.8905064	FAM183A	17	RARRES2	2	143.9559	0.8301696
C5orf60	24	BLZF1	2	251.7873	0.8633603	BLZF1	12	C5orf60	2	78.81654	0.7247781
CDKN2B	11	TMEM138	2	67.43061	0.3363123	TMEM138	12	CDKN2B	2	78.81654	0.3071094
PCDHAC1	11	SMCO1	2	67.43061	0.7987417	SMCO1	29	PCDHAC1	2	336.3229	0.9435492
OXSR1	33	RPL26	2	406.7168	0.7606922	RPL26	6	OXSR1	2	21.3734	0.2665013
ARL15	12	ERVFRD-1	2	78.81654	0.2825406	ERVFRD-1	12	ARL15	2	78.81654	0.3439625
CDRT4	26	DERL3	3	45.03776	0.3299213	DERL3	20	CDRT4	3	24.63889	0.1843308
CA7	12	OR2B2	2	78.81654	0.3808156	OR2B2	16	CA7	2	129.9663	0.5266716
RGS4	20	RPH3AL	3	24.63889	0.357141	RPH3AL	37	RGS4	3	96.00578	0.7032843
CDK2	4	APOBEC3H	2	9.214026	0.1249408	APOBEC3H	36	CDK2	2	460.5605	0.5024818
RIPK3	33	PRAP1	2	406.7168	0.8874742	PRAP1	9	RIPK3	2	46.6644	0.5963966
CNP	42	GHRH	2	569.7365	0.9767927	GHRH	4	CNP	2	9.214026	0.1349935
PCDHGB3	83	MDK	6	26.36141	0.5135873	MDK	57	PCDHGB3	6	9.090871	0.2522093
C1D	21	RNF34	3	27.63039	0.3057602	RNF34	31	C1D	3	66.22073	0.5057381
CCL17	10	C5orf47	2	56.696	0.5213629	C5orf47	26	CCL17	2	285.0314	0.9329271
NENF	22	UTP23	2	219.4755	0.5473205	UTP23	9	NENF	2	46.6644	0.3345639
KRT31	69	DIO3	5	38.02986	0.7112816	DIO3	63	KRT31	5	30.11738	0.6947276
SOX15	14	PRRG4	2	103.3544	0.7087893	PRRG4	17	SOX15	2	143.9559	0.7628585
GTF3C3	43	OR1A1	3	129.8505	0.7893034	OR1A1	21	GTF3C3	3	27.63039	0.3703575
GPR182	33	CLEC1A	3	75.65279	0.4598595	CLEC1A	20	GPR182	3	24.63889	0.2342538
CST11	15	KBTBD12	2	116.4206	0.8165411	KBTBD12	17	CST11	2	143.9559	0.5609254
PDLIM5	68	CCL11	4	98.55372	0.8294733	CCL11	27	PDLIM5	4	10.08764	0.2405563
DEFB133	12	GDF9	2	78.81654	0.5773656	GDF9	28	DEFB133	2	319.0581	0.8951131
LCE5A	7	CHORDC1	2	28.93908	0.2210123	CHORDC1	27	LCE5A	2	301.9556	0.6588807
SERPINC1	38	LIG3	4	24.94387	0.5054089	LIG3	54	SERPINC1	4	58.82244	0.7884555
TMEM61	54	PLAT	5	19.99402	0.5422318	PLAT	71	TMEM61	5	40.86383	0.7324409
OR2T34	14	MYO15B	2	103.3544	0.7893335	MYO15B	22	OR2T34	2	219.4755	0.8209808
FAM171A2	70	TGFBRAP1	6	16.47067	0.4595153	TGFBRAP1	75	FAM171A2	6	19.98412	0.5419633
KRTAP10-10	19	NSMCE2	2	173.136	0.5127158	NSMCE2	9	KRTAP10-10	2	46.6644	0.2691058
IL36B	20	TMEM17	2	188.2669	0.7042402	TMEM17	10	IL36B	2	56.696	0.4241596
C2orf49	17	PAXIP1-AS2	2	143.9559	0.8077326	PAXIP1-AS2	18	C2orf49	2	158.3561	0.7651245
ZNF396	18	PLEKHA3	2	158.3561	0.7404431	PLEKHA3	15	ZNF396	2	116.4206	0.8528318
EDDM3A	23	DOLPP1	3	34.1129	0.2339413	DOLPP1	21	EDDM3A	3	27.63039	0.1937917
GOLT1A	22	PEF1	2	219.4755	0.7525657	PEF1	11	GOLT1A	2	67.43061	0.3993708
ME2	20	DDOST	4	4.373412	0.117924	DDOST	71	ME2	4	108.0802	0.9601889
BTNL3	50	OR51E2	3	173.5506	0.9467383	OR51E2	11	BTNL3	3	5.593507	0.09066781
PRPF39	33	CXCR4	3	75.65279	0.7782238	CXCR4	35	PRPF39	3	85.5904	0.8804498
POPDC3	19	ZNF138	2	173.136	0.6746261	ZNF138	8	POPDC3	2	37.39176	0.1923205
ANAPC4	26	TOMM6	2	285.0314	0.7108016	TOMM6	9	ANAPC4	2	46.6644	0.4291146
TBC1D26	23	SKIL	3	34.1129	0.3987637	SKIL	28	TBC1D26	3	53.08227	0.3474837
B3GNT5	31	CENPW	2	371.28	0.6944139	CENPW	7	B3GNT5	2	28.93908	0.2525855
LIN7B	21	ORAI3	2	203.7218	0.8890601	ORAI3	16	LIN7B	2	129.9663	0.8507771
RHEB	10	PMM2	2	56.696	0.3181197	PMM2	18	RHEB	2	158.3561	0.5183102
SETD6	42	APCDD1	4	32.10972	0.5505096	APCDD1	48	SETD6	4	44.52816	0.5690944
RBMXL1	40	DHX36	4	28.41241	0.553546	DHX36	56	RBMXL1	4	63.97639	0.7977105
GPD2	37	OR13C3	4	23.2966	0.3703637	OR13C3	46	GPD2	4	40.1727	0.5635197
C1orf194	23	GCLM	2	235.5047	0.7708227	GCLM	8	C1orf194	2	37.39176	0.2680831
OR10G9	11	ALYREF	2	67.43061	0.3783513	ALYREF	17	OR10G9	2	143.9559	0.4936143
PAFAH1B1	28	RTN4IP1	3	53.08227	0.4964052	RTN4IP1	26	PAFAH1B1	3	45.03776	0.5405093
SPRR1A	3	ZNF174	2	4.808618	0.05770941	ZNF174	30	SPRR1A	2	353.7349	0.4961992
LECT2	15	PKM	3	12.28251	0.1818639	PKM	43	LECT2	3	129.8505	0.6071564
SETD6	42	VPS37A	4	32.10972	0.7156625	VPS37A	61	SETD6	4	77.65386	0.9924589
SWI5	35	TSG101	3	85.5904	0.7870688	TSG101	27	SWI5	3	48.98621	0.4733705
LIN7A	15	FAM71F2	2	116.4206	0.5625061	FAM71F2	18	LIN7A	2	158.3561	0.789806
CREBRF	42	ROPN1L	3	123.958	0.5989241	ROPN1L	15	CREBRF	3	12.28251	0.1742065
CTTNBP2NL	56	EFNB2	4	63.97639	0.7478536	EFNB2	39	CTTNBP2NL	4	26.64929	0.4984281
CYP4B1	26	POLR3F	2	285.0314	0.8440769	POLR3F	11	CYP4B1	2	67.43061	0.7882319
TTN	2425	RNF213	104	3.033239	0.896829	RNF213	808	TTN	104	0.09232924	0.09232924
OBSCN	1352	PLEC	103	0.4102588	0.2329446	PLEC	1468	OBSCN	103	0.6005389	0.3095359
FAM209A	17	HSPE1	2	143.9559	0.9872287	HSPE1	16	FAM209A	2	129.9663	0.810264
SMIM17	9	MED10	2	46.6644	0.3272908	MED10	23	SMIM17	2	235.5047	0.5505877
MPC2	15	KCNK3	3	12.28251	0.1780352	KCNK3	37	MPC2	3	96.00578	0.5087588
NOP9	59	GBE1	4	72.05088	0.988229	GBE1	31	NOP9	4	14.65375	0.223826
CLNS1A	16	FAM187A	3	14.40035	0.1616	FAM187A	33	CLNS1A	3	75.65279	0.5306072
FZR1	40	PPP1CC	3	112.4654	0.9816185	PPP1CC	28	FZR1	3	53.08227	0.9514434
EID2	26	TRIM40	2	285.0314	0.9329271	TRIM40	10	EID2	2	56.696	0.6185661
MRPS33	4	DPYSL5	2	9.214026	0.1910015	DPYSL5	57	MRPS33	2	842.4764	0.9191607
ATF3	57	MEIG1	3	220.8741	0.9983399	MEIG1	14	ATF3	3	10.34354	0.1982942
CTAGE1	69	ENO4	5	38.02986	0.8120465	ENO4	61	CTAGE1	5	27.68283	0.6083664
CNBD2	54	ELL2	4	58.82244	0.9351449	ELL2	44	CNBD2	4	36.03145	0.7244478
ZNF491	30	OTUB1	3	61.70308	0.6635774	OTUB1	31	ZNF491	3	66.22073	0.8256949
PLEC	1468	MUC5B	83	1.495778	0.5839967	MUC5B	1012	PLEC	83	0.394258	0.2238594
PNMA2	21	HRASLS5	2	203.7218	0.8255558	HRASLS5	14	PNMA2	2	103.3544	0.6604628
OR56B4	38	CA13	3	101.3841	0.8374935	CA13	23	OR56B4	3	34.1129	0.4306647
GNB4	14	GKN1	2	103.3544	0.6604628	GKN1	19	GNB4	2	173.136	0.9984466
DSCC1	18	ZNF273	3	19.16951	0.2539602	ZNF273	38	DSCC1	3	101.3841	0.4424494
TRAF5	40	ZMAT3	3	112.4654	0.8764451	ZMAT3	20	TRAF5	3	24.63889	0.2995376
CD14	37	PLSCR2	3	96.00578	0.7930652	PLSCR2	23	CD14	3	34.1129	0.3987637
FAM49A	12	AC005544.1	2	78.81654	0.19655	AC005544.1	6	FAM49A	2	21.3734	0.149907
ANKRD40	18	UPK1B	2	158.3561	0.7651245	UPK1B	14	ANKRD40	2	103.3544	0.6604628
B3GNT5	31	ZNF566	3	66.22073	0.6399135	ZNF566	32	B3GNT5	3	70.87181	0.6185819
SLC30A6	28	AL355490.1	2	319.0581	0.8951131	AL355490.1	4	SLC30A6	2	9.214026	0.1048354
PLA2G4F	82	SLC5A7	5	58.08858	0.8419947	SLC5A7	41	PLA2G4F	5	9.259548	0.2655481
VTI1B	7	TRAPPC5	2	28.93908	0.29769	TRAPPC5	27	VTI1B	2	301.9556	0.7530065
COQ10B	22	SDSL	3	30.78941	0.2543389	SDSL	27	COQ10B	3	48.98621	0.2748603
BMP5	25	PSMB9	3	41.24043	0.6492026	PSMB9	36	BMP5	3	90.74008	0.8768524
LRRC63	27	OR13C9	3	48.98621	0.3588453	OR13C9	20	LRRC63	3	24.63889	0.2419342
STMN2	18	GPR22	2	158.3561	0.4936287	GPR22	7	STMN2	2	28.93908	0.1262927
TTN	2425	HMCN2	94	4.187304	0.8980254	HMCN2	596	TTN	94	0.07990225	0.07990225
CTDNEP1	19	PMP22	2	173.136	0.9714616	PMP22	16	CTDNEP1	2	129.9663	0.708981
ERRFI1	36	AIM2	3	90.74008	0.707139	AIM2	24	ERRFI1	3	37.59768	0.462939
COQ10B	22	SCFD2	3	30.78941	0.5086779	SCFD2	50	COQ10B	3	173.5506	0.9737879
GNG3	7	UGT3A1	2	28.93908	0.2525855	UGT3A1	32	GNG3	2	388.9448	0.7274528
ZSWIM5	78	SLC16A10	5	51.51558	0.9956253	SLC16A10	59	ZSWIM5	5	25.35271	0.6875579
BNIPL	35	RPL26	2	442.5355	0.8276848	RPL26	6	BNIPL	2	21.3734	0.3198016
NEDD1	35	CABS1	3	85.5904	0.7337082	CABS1	27	NEDD1	3	48.98621	0.6413406
F3	14	SLC50A1	2	103.3544	0.5477008	SLC50A1	21	F3	2	203.7218	0.9525644
CHRM1	40	ARV1	3	112.4654	0.4908092	ARV1	14	CHRM1	3	10.34354	0.1773363
MUC5B	1012	TTN	119	0.1510448	0.1510448	TTN	2425	MUC5B	119	1.649897	0.6441695
NDUFA4L2	27	HIST1H3J	2	301.9556	0.8000694	HIST1H3J	10	NDUFA4L2	2	56.696	0.5036896
CA13	23	HOMER1	3	34.1129	0.1488718	HOMER1	12	CA13	3	7.000644	0.05782951
DHRS12	17	GLIPR1	2	143.9559	0.6057994	GLIPR1	10	DHRS12	2	56.696	0.388813
PITPNB	15	RARRES1	3	12.28251	0.09954655	RARRES1	24	PITPNB	3	37.59768	0.1640796
FCER1G	18	PRR16	2	158.3561	0.7404431	PRR16	17	FCER1G	2	143.9559	0.6731105
PXDC1	45	HCAR2	4	38.07495	0.789272	HCAR2	46	PXDC1	4	40.1727	0.5760424
CD37	29	ETV5	3	57.32241	0.8666262	ETV5	38	CD37	3	101.3841	0.7900882
SYNJ2BP	9	B4GALNT1	3	3.291701	0.06772202	B4GALNT1	69	SYNJ2BP	3	308.1312	0.768407
CD6	63	BATF3	4	83.42562	0.3770797	BATF3	14	CD6	4	1.596743	0.03857469
GLRX2	29	PSMB6	3	57.32241	0.6790061	PSMB6	37	GLRX2	3	96.00578	0.9277367
OR11G2	42	NEUROG1	4	32.10972	0.3253011	NEUROG1	32	OR11G2	4	15.9452	0.2013032
ASB5	24	RNF121	3	37.59768	0.468799	RNF121	37	ASB5	3	96.00578	0.8828462
KLF4	77	C6orf141	4	128.0562	0.9380679	C6orf141	21	KLF4	4	5.017409	0.1141742
KRTAP9-4	17	MRPL36	2	143.9559	0.5160514	MRPL36	12	KRTAP9-4	2	78.81654	0.5405125
LSAMP	34	CD2AP	3	80.56015	0.8789293	CD2AP	34	LSAMP	3	80.56015	0.9417099
MGAT2	20	OR4F15	2	188.2669	0.7922703	OR4F15	15	MGAT2	2	116.4206	0.7439596
SLC14A1	28	FAS	2	319.0581	0.7956561	FAS	7	SLC14A1	2	28.93908	0.2706273
LGALS13	14	OR5AU1	2	103.3544	0.7087893	OR5AU1	20	LGALS13	2	188.2669	0.9096437
OR13F1	35	PLD1	4	20.17811	0.4402955	PLD1	61	OR13F1	4	77.65386	0.8956337
DNAJC9	49	CGGBP1	4	46.78448	0.5323048	CGGBP1	28	DNAJC9	4	11.13928	0.2291748
COQ10B	22	DENND6A	3	30.78941	0.4846836	DENND6A	48	COQ10B	3	160.6557	0.9014345
KRTAP10-7	19	ARL5C	2	173.136	0.8635214	ARL5C	13	KRTAP10-7	2	90.80593	0.4953565
LRP8	67	CBR3	3	293.1637	0.9595444	CBR3	10	LRP8	3	4.358639	0.1175257
CD164	16	IFNW1	2	129.9663	0.9318035	IFNW1	20	CD164	2	188.2669	0.9976737
TMPPE	19	COLCA1	2	173.136	0.2158803	COLCA1	5	TMPPE	2	14.76972	0.1104967
ATOH7	15	GSDMB	2	116.4206	0.7439596	GSDMB	11	ATOH7	2	67.43061	0.3152928
UBL3	5	AC005841.1	2	14.76972	0.1243088	AC005841.1	25	UBL3	2	268.3026	0.5018129
DCUN1D3	17	SERGEF	2	143.9559	0.7852956	SERGEF	14	DCUN1D3	2	103.3544	0.4671566
OR52W1	33	GCHFR	2	406.7168	0.5705192	GCHFR	5	OR52W1	2	14.76972	0.168047
UBE2E1	27	ANAPC7	3	48.98621	0.6108006	ANAPC7	37	UBE2E1	3	96.00578	0.7930652
TRDMT1	22	RINT1	3	30.78941	0.4366952	RINT1	44	TRDMT1	3	135.8365	0.9103757
LRRC61	12	TMEM139	2	78.81654	0.3439625	TMEM139	15	LRRC61	2	116.4206	0.3991979
OR5K1	30	PIGH	3	61.70308	0.759748	PIGH	37	OR5K1	3	96.00578	0.8379557
PLA2G2E	19	SRPRB	2	173.136	0.8365363	SRPRB	16	PLA2G2E	2	129.9663	0.7900074
KRTAP3-1	5	HIST2H2AC	2	14.76972	0.1772551	HIST2H2AC	34	KRTAP3-1	2	424.584	0.7941098
C11orf45	10	PLA2G2D	2	56.696	0.2827731	PLA2G2D	12	C11orf45	2	78.81654	0.2579719
AKAP7	27	ASNSD1	3	48.98621	0.6184356	ASNSD1	37	AKAP7	3	96.00578	0.9277367
CLUL1	32	ZFP14	3	70.87181	0.8947345	ZFP14	33	CLUL1	3	75.65279	0.9668841
CORT	11	SLC5A3	2	67.43061	0.5465075	SLC5A3	20	CORT	2	188.2669	0.850957
TMEM120B	36	FCGR3A	3	90.74008	0.6081396	FCGR3A	15	TMEM120B	3	12.28251	0.1627203
TMEM100	9	MTX1	2	46.6644	0.4145684	MTX1	30	TMEM100	2	353.7349	0.9923984
SCGB2B2	11	CALB1	2	67.43061	0.3258025	CALB1	12	SCGB2B2	2	78.81654	0.2456875
TNFRSF19	33	OTOR	3	75.65279	0.4834421	OTOR	20	TNFRSF19	3	24.63889	0.2841767
METAP1D	12	OLFML1	2	78.81654	0.4053843	OLFML1	16	METAP1D	2	129.9663	0.708981
ROMO1	5	AVPR1A	2	14.76972	0.1933692	AVPR1A	30	ROMO1	2	353.7349	0.8269986
HDDC2	19	RAB5B	3	21.81774	0.2720416	RAB5B	27	HDDC2	3	48.98621	0.2824953
C2orf74	6	HSPB1	2	21.3734	0.2931514	HSPB1	39	C2orf74	2	514.9805	0.9631804
LIN28A	27	CREBL2	2	301.9556	0.8471323	CREBL2	10	LIN28A	2	56.696	0.5125262
METTL4	29	PRLR	3	57.32241	0.7236775	PRLR	34	METTL4	3	80.56015	0.7156996
LY6K	25	MAD2L2	3	41.24043	0.3149597	MAD2L2	21	LY6K	3	27.63039	0.2024047
PKD1	1040	MUC5B	62	1.791399	0.6994163	MUC5B	1012	PKD1	62	1.657715	0.6645328
FAM189A2	74	DYNLRB1	4	117.9205	0.8821983	DYNLRB1	25	FAM189A2	4	8.163123	0.2022968
C3orf62	12	NOL3	2	78.81654	0.4299531	NOL3	21	C3orf62	2	203.7218	0.8573079
LAMTOR2	10	KCTD21	2	56.696	0.6450761	KCTD21	31	LAMTOR2	2	371.28	0.8101496
ACVR1C	41	DCAKD	3	118.1619	0.9576712	DCAKD	26	ACVR1C	3	45.03776	0.6458033
TAF11	5	RAD18	2	14.76972	0.1151007	RAD18	25	TAF11	2	268.3026	0.7527193
DNAJB6	42	PTMA	3	123.958	0.9853267	PTMA	24	DNAJB6	3	37.59768	0.5273989
IL2	5	KBTBD8	2	14.76972	0.2555236	KBTBD8	42	IL2	2	569.7365	0.9767927
CCDC77	33	AHCYL2	3	75.65279	0.7782238	AHCYL2	34	CCDC77	3	80.56015	0.9542661
ZNF45	46	FAM3B	3	148.0769	0.9000931	FAM3B	15	ZNF45	3	12.28251	0.1837782
ANKRD46	18	WDR26	3	19.16951	0.2748745	WDR26	44	ANKRD46	3	135.8365	0.7198319
CLN5	40	IQCF6	2	533.2058	0.8310565	IQCF6	5	CLN5	2	14.76972	0.1933692
ME1	36	MDH1	2	460.5605	0.6460481	MDH1	6	ME1	2	21.3734	0.2365199
GPATCH2L	36	NPIPB6	3	90.74008	0.2404273	NPIPB6	9	GPATCH2L	3	3.291701	0.04258279
SMIM17	9	CACNG2	2	46.6644	0.5891234	CACNG2	34	SMIM17	2	424.584	0.9926373
RPL13	24	C1orf100	2	251.7873	0.9810912	C1orf100	8	RPL13	2	37.39176	0.3147062
TTN	2425	OBSCN	166	0.4075845	0.2100813	OBSCN	1352	TTN	166	0.0910669	0.0910669
LRRC14	112	BTF3L4	3	646.6491	0.8062957	BTF3L4	7	LRRC14	3	1.639479	0.06081608
HLA-DPA1	19	CCL27	2	173.136	0.8095513	CCL27	13	HLA-DPA1	2	90.80593	0.5944278
MYL10	54	PRR16	3	200.2049	0.9361201	PRR16	17	MYL10	3	16.69645	0.2758453
BIVM	13	FITM2	2	90.80593	0.8916418	FITM2	23	BIVM	2	235.5047	0.9543519
TMEM235	14	DAND5	2	103.3544	0.6443539	DAND5	17	TMEM235	2	143.9559	0.6955475
KRTAP10-7	19	SUGT1	2	173.136	0.9174915	SUGT1	14	KRTAP10-7	2	103.3544	0.5638097
FGF1	8	TMEM134	2	37.39176	0.1515252	TMEM134	15	FGF1	2	116.4206	0.2903257
C3AR1	36	KCNK13	4	21.7079	0.3924744	KCNK13	55	C3AR1	4	61.37599	0.9661744
TMEM225	6	NQO2	2	21.3734	0.1698946	NQO2	19	TMEM225	2	173.136	0.3777906
C2orf73	20	SNRPB	3	24.63889	0.2764963	SNRPB	30	C2orf73	3	61.70308	0.3750655
FAM217A	21	KLRF1	2	203.7218	0.6985472	KLRF1	9	FAM217A	2	46.6644	0.4000221
KLF2	38	HSF4	3	101.3841	0.9955112	HSF4	30	KLF2	3	61.70308	0.6635774
OVCA2	12	HAND2	2	78.81654	0.7739156	HAND2	16	OVCA2	2	129.9663	0.6684678
AP000688.1	11	S1PR1	2	67.43061	0.4729392	S1PR1	22	AP000688.1	2	219.4755	0.6841507
CCDC153	17	C11orf53	2	143.9559	0.8301696	C11orf53	18	CCDC153	2	158.3561	0.8144874
FGA	59	RNF113B	3	234.9421	0.8055995	RNF113B	11	FGA	3	5.593507	0.1072321
RGPD2	10	SMIM1	2	56.696	0.3004464	SMIM1	21	RGPD2	2	203.7218	0.9525644
C5orf60	24	NEU3	3	37.59768	0.2929994	NEU3	22	C5orf60	3	30.78941	0.283132
RHEB	10	RPL23A	2	56.696	0.4948529	RPL23A	24	RHEB	2	251.7873	0.8241166
GFPT1	24	LACTB2	2	251.7873	0.9418476	LACTB2	13	GFPT1	2	90.80593	0.8208766
OIP5	18	HMGB1	2	158.3561	0.8638503	HMGB1	15	OIP5	2	116.4206	0.8528318
FAM131C	10	PHACTR2	3	4.358639	0.07880333	PHACTR2	57	FAM131C	3	220.8741	0.7573613
SMARCAL1	74	FAM149B1	5	45.29194	0.9318168	FAM149B1	64	SMARCAL1	5	31.37329	0.7481473
CALML5	20	TMEM92	3	24.63889	0.1689699	TMEM92	18	CALML5	3	19.16951	0.1493883
CRYGB	32	ZWINT	3	70.87181	0.7732274	ZWINT	34	CRYGB	3	80.56015	0.8161486
TCF21	20	NDUFS1	3	24.63889	0.4646673	NDUFS1	48	TCF21	3	160.6557	0.826315
RFFL	29	UQCRC1	3	57.32241	0.8040861	UQCRC1	36	RFFL	3	90.74008	0.9899947
TMEM88B	46	ETV1	4	40.1727	0.9078929	ETV1	54	TMEM88B	4	58.82244	0.8618002
LYRM1	15	GALP	2	116.4206	0.6532329	GALP	15	LYRM1	2	116.4206	0.5987968
ZNF558	46	COQ10B	3	148.0769	0.8308551	COQ10B	22	ZNF558	3	30.78941	0.4462928
CST6	9	STARD6	2	46.6644	0.3272908	STARD6	26	CST6	2	285.0314	0.8440769
C17orf67	7	GSS	2	28.93908	0.2841587	GSS	30	C17orf67	2	353.7349	0.6615989
VNN1	52	COLCA1	2	752.3113	0.938044	COLCA1	5	VNN1	2	14.76972	0.2509195
OR4S2	8	C19orf33	2	37.39176	0.3088783	C19orf33	28	OR4S2	2	319.0581	0.6464706
FAM19A1	14	DEFA5	2	103.3544	0.2738504	DEFA5	10	FAM19A1	2	56.696	0.2297531
ELP6	32	ANXA4	3	70.87181	0.9168267	ANXA4	33	ELP6	3	75.65279	0.872554
NRSN2	15	KRTAP13-3	2	116.4206	0.6532329	KRTAP13-3	19	NRSN2	2	173.136	0.9444765
CRHBP	22	HAX1	2	219.4755	0.8551883	HAX1	13	CRHBP	2	90.80593	0.7925705
MEGF9	29	C14orf177	2	336.3229	0.6290328	C14orf177	6	MEGF9	2	21.3734	0.2565075
RNF213	808	PKD1	57	1.122261	0.4498839	PKD1	1040	RNF213	57	2.528008	0.7474486
CCDC159	26	EFCAB7	2	285.0314	0.888502	EFCAB7	9	CCDC159	2	46.6644	0.392749
GABRB1	63	TNFSF12	3	263.6942	0.6986911	TNFSF12	12	GABRB1	3	7.000644	0.1593039
OR5P2	28	ANXA2R	2	319.0581	0.8951131	ANXA2R	11	OR5P2	2	67.43061	0.5780368
PTTG2	8	CNN2	2	37.39176	0.5594778	CNN2	39	PTTG2	2	514.9805	0.9631804
C4B	18	SOCS3	2	158.3561	0.8885317	SOCS3	13	C4B	2	90.80593	0.7642644
OR10H1	20	APOBEC1	2	188.2669	0.5575235	APOBEC1	11	OR10H1	2	67.43061	0.5885465
CYP2R1	30	BTN2A1	3	61.70308	0.759748	BTN2A1	34	CYP2R1	3	80.56015	0.8161486
PKD1	1040	PLEC	82	0.4659837	0.2645852	PLEC	1468	PKD1	82	1.56738	0.6283198
PEX3	9	SLC35D1	2	46.6644	0.3345639	SLC35D1	19	PEX3	2	173.136	0.5936709
GPR160	7	GOLPH3	2	28.93908	0.2841587	GOLPH3	28	GPR160	2	319.0581	0.9448416
TAF12	14	TRIM49	3	10.34354	0.08705601	TRIM49	20	TAF12	3	24.63889	0.1420884
CCDC90B	15	C16orf89	2	116.4206	0.6169421	C16orf89	11	CCDC90B	2	67.43061	0.4098806
DUSP23	16	FCN3	2	129.9663	0.7900074	FCN3	18	DUSP23	2	158.3561	0.8638503
POLE4	12	POMZP3	2	78.81654	0.8476218	POMZP3	21	POLE4	2	203.7218	0.7302994
C12orf57	16	TMED10	2	129.9663	0.4253886	TMED10	9	C12orf57	2	46.6644	0.3054714
NUDT3	10	CREG2	2	56.696	0.4241596	CREG2	22	NUDT3	2	219.4755	0.5473205
OR10T2	83	STXBP3	5	59.7844	0.8852117	STXBP3	44	OR10T2	5	11.32532	0.3036089
TSPAN16	21	CMTM4	3	27.63039	0.366051	CMTM4	43	TSPAN16	3	129.8505	0.9309732
CRYM	32	TMEM101	3	70.87181	0.5633514	TMEM101	22	CRYM	3	30.78941	0.3215228
AHSP	7	AC019171.1	2	28.93908	0.1668868	AC019171.1	18	AHSP	2	158.3561	0.4689473
SIGLEC5	46	ISOC2	3	148.0769	0.9231724	ISOC2	22	SIGLEC5	3	30.78941	0.3935055
PAICS	23	DKK4	2	235.5047	0.477176	DKK4	10	PAICS	2	56.696	0.4860163
